"address","totalClaim","bought","gasRefund","refundedTxs","totalClaimRaw"
"0x518d59f99e4c21901e0f0d9f3b00d93bb0058d69","15655.285422094474","14603.382194624514","1051.90322746996",2,"15655285422094474"
"0xf8ef378fd1a213c0a54a271a153cbc32424485e7","319442.444039711332","310741.383199998002","8701.06083971333",5,"319442444039711332"
"0xa97704ea492e379aa443f2109cf322fa0146ddf9","22245.312566956851","20066.347753144356","2178.964813812495",2,"22245312566956851"
"0xd2a67a1b56d9e2a60548960359bf525a252c1780","36082.747980415921","34924.434496923179","1158.313483492742",1,"36082747980415921"
"0x7d4c4d5380ca2f9c7a091bb622b80613da7eae8c","152331.371329876175","150279.635340003381","2051.735989872794",2,"152331371329876175"
"0x125eae40d9898610c926bb5fcee9529d9ac885af","10725.029316038233","10097.716330209637","627.312985828596",1,"10725029316038233"
"0xe3bdda386209ca1a1d615e917e1284b995a832a9","6652.913714147531","5236.587274616121","1416.32643953141",1,"6652913714147531"
"0xc277513999546d44b08413381c01c094e56ec053","103935.595799047968","102091.445450376532","1844.150348671436",2,"103935595799047968"
"0x1fc79953d547394f90ca739f178ef79fbd46423b","11306.696314156015","10000.0","1306.696314156015",1,"11306696314156015"
"0xd8d1bcdb29fb7f87db3e14c488588171a27db2be","31245.200756136983","30647.977063318402","597.223692818581",1,"31245200756136983"
"0x91376a70557829ba5d5c85360f786452b5886329","12988.316408883526","8006.238256327872","4982.078152555654",4,"12988316408883526"
"0x27f33f92b16b88d7e9730d325f5eae8920c75ac6","31488.503956971217","30626.630891054816","861.873065916401",1,"31488503956971217"
"0xacf63ef8e8aea1228bf5f59d0bd9869bd3bc3a67","31387.104124377579","30111.786368581895","1275.317755795684",2,"31387104124377579"
"0x74f6573bef82a6e8791f43a1a16e19345b144bfa","10603.955209749511","10000.0","603.955209749511",1,"10603955209749511"
"0x8f978e7278da5576166b8588a4ded540d41af64a","56922.7287753917","54895.166875259166","2027.561900132534",3,"56922728775391700"
"0xda3715f7f82e0769ca118680f79bb48dc312d40d","8356.942242777788","7573.887687945194","783.054554832594",2,"8356942242777788"
"0x9b362014da9e2d24e7d744de791faa00e6a8f9a1","12557.481491538813","12067.314427450349","490.167064088464",1,"12557481491538813"
"0x672926d500e20ffc44ec712aa86277a85f72f4c6","7700.720955515807","7161.386491665862","539.334463849945",1,"7700720955515807"
"0xea225fd04ab56e89f8c993064e6979fd9527441d","24150.429510874109","22274.136695154333","1876.292815719776",2,"24150429510874109"
"0x1b906f26c0d33d9c08aead2ac4d0c1c79e807b18","124693.765495760658","123846.740288559354","847.025207201304",1,"124693765495760658"
